train_number,train_name,scraped_train_name,csv_source,csv_destination,scraped_source,scraped_destination,identity_check,running_days,status
63218,Danapur Mokameh passenger,DNR-BJU MEMU,DANAPUR,MOKAMEH JN,Danapur,Barauni Jn,match,1111111,ok
63219,Danapur Ara MEMU,DNR-BXR MEMU,DANAPUR,RAGHUNATHPUR,Danapur,Buxar,match,1111111,ok
63220,Ara Danapur Passenger,BXR-PNBE MEMU,RAGHUNATHPUR,PATNA JN,Buxar,Patna Jn,match,1111111,ok
63223,Patna Ara Passenger DEMU,PNBE-ARA MEMU,PATNA JN,ARA,Patna Jn,Ara,match,1111111,ok
63224,Ara Patna MEMU,ARA-PNBE MEMU,ARA,PATNA JN,Ara,Patna Jn,match,1111111,ok
63225,Patna Buxar Passenger MEMU,PNBE-DDU MEMU,PATNA JN,BUXAR,Patna Jn,Dd Upadhyaya Jn,match,1111111,ok
63226,Buxar Patna Passenger,BSB-PNBE MEMU,BUXAR,PATNA JN,Varanasi Jn,Patna Jn,match,1111111,ok
63227,Patna Buxar Passenger MEMU,PNBE DDU MEMU,PATNA JN,BUXAR,Patna Jn,Dd Upadhyaya Jn,match,1111111,ok
63228,Baxur Patna Passenger MEMU,DDU PNBE MEMU,BUXAR,PATNA JN,Dd Upadhyaya Jn,Patna Jn,match,1111111,ok
63229,Buxar Mughal Sarai Passenger MEMU,ARA-BNRS MEMU,BUXAR,MUGHAL SARAI JN,Ara,Banaras,MISMATCH,1111111,ok
63230,Mughal Sarai Buxar Passenger,BNRS-ARA MEMU,MUGHAL SARAI JN,BUXAR,Banaras,Ara,MISMATCH,1111111,ok
63231,Patna Buxar Passenger DMU,PNBE-DDU MEMU,PATNA JN,BUXAR,Patna Jn,Dd Upadhyaya Jn,match,1111111,ok
63232,Buxar Patna Passenger,BXR-PNBE MEMU,BUXAR,PATNA JN,Buxar,Patna Jn,match,1111111,ok
63243,Patna Gaya Passenger MEMU,PNBE-GAYA MEMU,PATNA JN,GAYA JN,Patna Jn,Gaya Jn,match,1111111,ok
63244,Gaya Patna Passenger MEMU,GAYA-PNBE MEMU,GAYA JN,PATNA JN,Gaya Jn,Patna Jn,match,1111111,ok
63245,Patna Gaya Passenger MEMU,PNBE-GAYA MEMU,PATNA JN,GAYA JN,Patna Jn,Gaya Jn,match,1111111,ok
63246,Gaya Patna Passenger MEMU,GAYA-PNBE MEMU,GAYA JN,PATNA JN,Gaya Jn,Patna Jn,match,1111111,ok
63247,Patna Gaya Passenger MEMU,PNBE-GAYA MEMU,PATNA JN,GAYA JN,Patna Jn,Gaya Jn,match,1111111,ok
63248,Gaya Patna Passenger MEMU,GAYA-PNBE MEMU,GAYA JN,PATNA JN,Gaya Jn,Patna Jn,match,1111111,ok
63249,Patna Gaya Passenger MEMU,PNBE-GAYA MEMU,PATNA JN,GAYA JN,Patna Jn,Gaya Jn,match,1111111,ok
63250,Gaya Patna Passenger MEMU,GAYA-PNBE MEMU,GAYA JN,PATNA JN,Gaya Jn,Patna Jn,match,1111111,ok
63251,Patna Gaya Passenger MEMU,PNBE-GAYA MEMU,PATNA JN,GAYA JN,Patna Jn,Gaya Jn,match,1111111,ok
63252,Gaya Patna Passenger MEMU,GAYA-PNBE MEMU,GAYA JN,PATNA JN,Gaya Jn,Patna Jn,match,1111111,ok
63253,Patna Gaya Passenger MEMU,PNBE-GAYA MEMU,PATNA JN,GAYA JN,Patna Jn,Gaya Jn,match,1111111,ok
63254,Gaya Patna Passenger MEMU,GAYA-PNBE MEMU,GAYA JN,PATNA JN,Gaya Jn,Patna Jn,match,1111111,ok
63255,Patna Gaya Passenger MEMU,PNBE-GAYA MEMU,PATNA JN,GAYA JN,Patna Jn,Gaya Jn,match,1111111,ok
63256,Gaya Patna Passenger MEMU,GAYA-PNBE MEMU,GAYA JN,PATNA JN,Gaya Jn,Patna Jn,match,1111111,ok
63501,HWH BWN FAST,HWH-BWN MEMU,HOWRAH JN,BARDDHAMAN JN,Howrah Jn,Barddhaman,match,1111111,ok
63502,BWN Howrah EMU,BWN-HWH MEMU,BARDDHAMAN JN,HOWRAH JN,Barddhaman,Howrah Jn,match,1111111,ok
63505,Barddhaman Asansol mEMU,BWN-ASN MEMU,BARDDHAMAN JN,ASANSOL JN,Barddhaman,Asansol Jn,match,1111111,ok
63509,Barddhaman Asansol mEMU,BWN-JAJ MEMU,BARDDHAMAN JN,ASANSOL JN,Barddhaman,Jhajha,match,1111111,ok
63511,Barddhaman Asansol mEMU,BWN-ASN MEMU,BARDDHAMAN JN,ASANSOL JN,Barddhaman,Asansol Jn,match,1111111,ok
63513,Barddhaman Asansol mEMU,BWN-ASN MEMU,BARDDHAMAN JN,ASANSOL JN,Barddhaman,Asansol Jn,match,1111111,ok
63515,Barddhaman Asansol mEMU,BWN-ASN MEMU,BARDDHAMAN JN,ASANSOL JN,Barddhaman,Asansol Jn,match,1111111,ok
63519,Barddhaman Asansol mEMU,BWN-ASN-BKSC MEMU PGR,BARDDHAMAN JN,ASANSOL JN,Barddhaman,Bokaro Stl City,match,1111111,ok
63521,Barddhaman Asansol mEMU,BWN-ASN MEMU,BARDDHAMAN JN,ASANSOL JN,Barddhaman,Asansol Jn,match,1111111,ok
63523,Barddhaman Asansol mEMU,BWN-ASN MEMU,BARDDHAMAN JN,ASANSOL JN,Barddhaman,Asansol Jn,match,1111111,ok
63597,Ranchi Asansol MEMU,RNC-ASN MEMU,RANCHI,ASANSOL JN,Ranchi,Asansol Jn,match,1111111,ok
63598,Asansol Ranchi MEMU,ASN-RNC MEMU,ASANSOL JN,RANCHI,Asansol Jn,Ranchi,match,1111111,ok
13155,KOLKATA CHITPUR - SITAMARHI Mithilanchal Exp,MITHILANCHAL EX,KOLKATA CHITPUR,SITAMARHI JN,Kolkata,Sitamarhi,match,1001,ok
53042,JAYNAGAR - HOWRAH Passenger,JYG HWH PASS,JAYNAGAR,HOWRAH JN,Jaynagar,Howrah Jn,match,1111111,ok
54159,Jhansi Banda Passenger,JHS PRYJ PASS,JHANSI JN,BANDA JN,Jhansi Jn,Prayagraj Jn,match,1111111,ok
63525,Barddhaman Asansol mEMU,BWN-ASN MEMU,BARDDHAMAN JN,ASANSOL JN,Barddhaman,Asansol Jn,match,1111111,ok
63541,ASANSOL-GOMOH PASSENGER (MEMU),ASN-GMO MEMU,ASANSOL JN,GOMOH JN,Asansol Jn,Gomoh Jn,match,1111111,ok
63542,Gomoh-Asansol MEMU,GMO-ASN MEMU,GOMOH JN,ASANSOL JN,Gomoh Jn,Asansol Jn,match,1111111,ok
63543,ASANSOL GOMOH PASS,ASN-GMO MEMU,ASANSOL JN,GOMOH JN,Asansol Jn,Gomoh Jn,match,1111111,ok
63544,Gomoh Asansol Passenger MEMU,GMO-ASN MEMU,GOMOH JN,ASANSOL JN,Gomoh Jn,Asansol Jn,match,1111111,ok
63546,Dhanbad Asansol Passenger MEMU,JSME-UDL MEMU PGR,DHANBAD JN,ASANSOL JN,,,unknown,1111111,summary_parse_failed
63547,Dhanbad Hazaribagh Passenger MEMU,JSME-BAKA MEMU PASS,DHANBAD JN,HAZARIBAGH ROAD,,,unknown,1111111,summary_parse_failed
63549,Hazaribagh Road-Gaya Passenger,BWN-ASN MEMU PGR,HAZARIBAGH ROAD,GAYA JN,Barddhaman,Asansol Jn,MISMATCH,1111111,ok
63550,Koderma Dhanbad Passenger MEMU,UDL-BWN MEMU PGR,KODERMA,DHANBAD JN,Andal Jn,Barddhaman,MISMATCH,1111111,ok
63551,Asansol Dhanbad Passenger MEMU,ASN DHN MEMU,ASANSOL JN,DHANBAD JN,Asansol Jn,Dhanbad Jn,match,1111111,ok
63552,Dhanbad Asansol Passenger MEMU,ASN UDL MEMU,DHANBAD JN,ASANSOL JN,Asansol Jn,Andal Jn,MISMATCH,1111111,ok
63556,Asansol Purulia MEMU Passenger,BRKA-ASN MEMU,ASANSOL JN,PURULIA JN,Barka Kana,Asansol Jn,MISMATCH,1111111,ok
63561,asansol jasidih mEMU,ASN-JSME MEMU,ASANSOL JN,JASIDIH JN,Asansol Jn,Jasidih Jn,match,1111111,ok
63562,baidyanath dham asansol passenger,BDME-ASN MEMU,Baidyanathdham Deoghar,ASANSOL JN,Baidyanathdham,Asansol Jn,match,1111111,ok
63563,Asansol Jasidh MEMU,ASN-JSME MEMU,ASANSOL JN,JASIDIH JN,Asansol Jn,Jasidih Jn,match,1111111,ok
63564,jasidih Asansol mEMU,JSME-ASN MEMU,JASIDIH JN,ASANSOL JN,Jasidih Jn,Asansol Jn,match,1111111,ok
63567,Asansol Jhajha Passenger,ASN JAJ MEMU,ASANSOL JN,JHAJHA,Asansol Jn,Jhajha,match,1111111,ok
63568,jhajha asansol memu,JAJ ASN MEMU,JHAJHA,ASANSOL JN,Jhajha,Asansol Jn,match,1111111,ok
63569,Asansol jasidih mEMU,ASN-JSME MEMU PGR,ASANSOL JN,JASIDIH JN,Asansol Jn,Jasidih Jn,match,1111111,ok
63570,Baidyanathdham Asansol Passenger,BDME-ASN MEMU,Baidyanathdham Deoghar,ASANSOL JN,Baidyanathdham,Asansol Jn,match,1111111,ok
63572,Kiul Jasidih Passenger MEMU,MKA-JSME MEMU,KIUL JN,JASIDIH JN,Mokameh Jn,Jasidih Jn,match,1111111,ok
63574,Kiul Jhajha Passenger,KIUL-JSME MEMU,KIUL JN,JASIDIH JN,Kiul Jn,Jasidih Jn,match,1111111,ok
63591,Bokaro Steel City-Asansol Memu,BKSC-ASN MEMU PGR,BOKARO STEEL CITY,ASANSOL JN,,,unknown,1111111,summary_parse_failed
63592,Asansol-Bokaro Steel City MEMU,ASN-BKSC MEMU PGR,ASANSOL JN,BOKARO STEEL CITY,,,unknown,1111111,summary_parse_failed
63593,Purulia Asansol MEMU Passenger,PRR-ASN MEMU,PURULIA JN,ASANSOL JN,Purulia Jn,Asansol Jn,match,1111111,ok
63594,Asansol-Purulia MEMU,ASN-PRR MEMU,ASANSOL JN,PURULIA JN,Asansol Jn,Purulia Jn,match,1111111,ok
63595,Bokaro Steel City-Asansol MEMU,BKSC ASN MEMU,BOKARO STEEL CITY,ASANSOL JN,Bokaro Stl City,Asansol Jn,match,1111111,ok
63596,Asansol-Bokaro Steel City MEMU,ASN BKSC MEMU,ASANSOL JN,BOKARO STEEL CITY,Asansol Jn,Bokaro Stl City,match,1111111,ok
64001,Delhi Panipat EMU,DLI-PNP EMU,OLD DELHI,PANIPAT JN,Delhi,Panipat Jn,match,1111111,ok
64002,Panipat Delhi EMU,PNP-DLI EMU,PANIPAT JN,OLD DELHI,Panipat Jn,Delhi,match,1111111,ok
64089,Nizamuddin Parikrama,NZM HNZM EMU,DELHI H NIZAMUDDIN,PRAGATI MAIDAN,Hazrat Nizamuddin,Hazrat Nizamudin,MISMATCH,1111100,ok
64090,Nizamuddin Parikrama EMU,SMQL-DLI MEMU,DELHI H NIZAMUDDIN,LAJPAT NAGAR,,,unknown,1111111,summary_parse_failed
64091,Nizamuddin Nizamuddin Parikrama EMU,DLI-SMQL MEMU,DELHI H NIZAMUDDIN,PRAGATI MAIDAN,,,unknown,1111111,summary_parse_failed
64092,Nizamuddin Parikrama EMU,KPKI-DLI MEMU,DELHI H NIZAMUDDIN,LAJPAT NAGAR,,,unknown,1111111,summary_parse_failed
64093,Nizamuddin Shakurbasti Parikrama,DLI-KPKI MEMU,DELHI H NIZAMUDDIN,SHAKURBASTI,,,unknown,1111111,summary_parse_failed
64094,Nizamuddin Parikrama,SSB NZM SSB EMU,SHAKURBASTI,DELHI H NIZAMUDDIN,Shakurbasti ( Delhi),Hazrat Nizamuddin,match,1111111,ok
64095,Shakurbasti New Delhi Parikrama,NDLS-SSB EMU,NEW DELHI,SHAKURBASTI,New Delhi,Shakurbasti ( Delhi),match,1111100,ok
64096,Nizamuddin Parikrama EMU,SSB NZM EMU,SHAKURBASTI,DELHI H NIZAMUDDIN,Shakurbasti ( Delhi),Hazrat Nizamuddin,match,1111100,ok
12374,RAMPURHAT - SEALDAH Intercity SF Exp,RPH SDAH INTRCTY,RAMPUR HAT,KOLKATA SEALDAH,Rampur Hat,Sealdah,match,1001010,ok
12373,SEALDAH - RAMPURHAT Intercity SF Exp,SDAH RPH INTRCTY,KOLKATA SEALDAH,RAMPUR HAT,Sealdah,Rampur Hat,match,10101,ok
13258,ANAND VIHAR DELHI - DANAPUR JanSadharan Exp,ANVT-DNR JANSADHARAN EXP,ANAND VIHAR TRM,DANAPUR,Anand Vihar Terminal,Danapur,match,1111111,ok
13257,DANAPUR - DELHI ANAND VIHAR Jan Sadharan Express,DNR-ANVT JANSADHARAN EXP,DANAPUR,ANAND VIHAR TRM,Danapur,Anand Vihar Terminal,match,1111111,ok
57326,GUNTUR - KACHEGUDA PASS,,GUNTUR JN,KACHEGUDA,,,unknown,1111111,summary_parse_failed
57325,KACHEGUDA - GUNTUR PASS,,KACHEGUDA,GUNTUR JN,,,unknown,1111111,summary_parse_failed
11064,SALEM - CHENNAI EGMORE Exp,SA CHENNAI EXP,SALEM JN,CHENNAI EGMORE,Salem Jn,Chennai Egmore,match,1111111,ok
11272,BHOPAL - ITARSI Vindhyachal Exp,VINDHYACHAL EXP,BHOPAL JN,ITARSI JN,Bhopal Jn,Itarsi Jn,match,1111111,ok
12163,DADAR - CHENNAI EGMORE SF Exp,LTT MAS EXP,MUMBAI DADAR CENTRAL,CHENNAI EGMORE,Lokmanyatilak,Mgr Chennai Ctr,MISMATCH,1111111,ok
12164,DADAR - CHENNAI EGMORE SF Exp,MAS LTT SF EXP,CHENNAI EGMORE,MUMBAI DADAR CENTRAL,Mgr Chennai Ctr,Lokmanyatilak,MISMATCH,1111111,ok
12319,KOLKATA CHITPUR - AGRA CANTT SF Exp,KOAA GWL EXP,KOLKATA CHITPUR,AGRA CANTT,Kolkata,Gwalior Jn,match,10000,ok
12403,Allahabad Mathura SF Express,PRYJ LGH SF EXP,ALLAHABAD JN,MATHURA JN,Prayagraj Jn,Lalgarh Jn,MISMATCH,1101010,ok
12407,NEW JALPAIGURI - AMRITSAR Karmabhoomi Exp,KARMABHOOMI SUPERFAST,NEW JALPAIGURI,AMRITSAR JN,New Jalpaiguri,Amritsar Jn,match,10000,ok
12495,BIKANER - KOLKATA CHITPUR Pratap Exp,PRATAP EXPRESS,BIKANER JN,KOLKATA CHITPUR,Bikaner Jn,Kolkata,match,1000,ok
12513,SECUNDERABAD - GUWAHATI Exp,,SECUNDERABAD JN,GUWAHATI,,,unknown,1111111,summary_parse_failed
12591,GORAKHPUR - YESVANTPUR SF Exp,GKP YPR EXPRESS,GORAKHPUR JN,YESVANTPUR JN,Gorakhpur,Yasvantpur Jn,match,10,ok
12624,Tiruvananthapuram Chennai SF Mail,TVC MAS SF MAIL,TRIVANDRUM CENTRAL,CHENNAI CENTRAL,Thiruvananthapuram Central,Mgr Chennai Ctr,match,1111111,ok
12661,CHENNAI EGMORE - SENGOTTAI Pothigai SF Exp,,CHENNAI EGMORE,SENGOTTAI,,,unknown,1111111,summary_parse_failed
12709,Simhapuri SF Express,SIMHAPURI SF EX,GUDUR JN,SECUNDERABAD JN,Gudur Jn,Secunderabad Jn,match,1111111,ok
12735,SECUNDERABAD - YESVANTPUR Garib Rath Exp,,SECUNDERABAD JN,YESVANTPUR JN,,,unknown,1111111,summary_parse_failed
12736,YESVANTPUR - SECUNDERABAD Garib Rath Exp,,YESVANTPUR JN,SECUNDERABAD JN,,,unknown,1111111,summary_parse_failed
12835,HATIA - YESVANTPUR SF Exp,,HATIA,YESVANTPUR JN,,,unknown,1111111,summary_parse_failed
12836,YESVANTPUR - HATIA SF Exp,,YESVANTPUR JN,HATIA,,,unknown,1111111,summary_parse_failed
12840,Chennai-Howrah SF Mail,MAS HWH SF MAIL,CHENNAI CENTRAL,HOWRAH JN,Mgr Chennai Ctr,Howrah Jn,match,1111111,ok
12889,TATANAGAR - YESVANTPUR SF Exp,TATA SMVB SF EX,TATANAGAR JN,YESVANTPUR JN,Tatanagar Jn,Smvt Bengaluru,match,100,ok
12890,YESVANTPUR - TATANAGAR SF Exp,SMVB TATA EXP,YESVANTPUR JN,TATANAGAR JN,Smvt Bengaluru,Tatanagar Jn,match,1000000,ok
12993,GANDHIDHAM - PURI SF Exp,,GANDHIDHAM BG,PURI,,,unknown,1111111,summary_parse_failed
12994,PURI - GANDHIDHAM SF Exp,,PURI,GANDHIDHAM BG,,,unknown,1111111,summary_parse_failed
13158,MUZAFFARPUR - KOLKATA CHITPUR Tirhut Exp,TIRHUT EXPRESS,MUZAFFARPUR JN,KOLKATA CHITPUR,Muzaffarpur Jn,Kolkata,match,10000,ok
13351,DHANBAD - ALAPPUZHA Exp,,DHANBAD JN,ALLEPPEY,,,unknown,1111111,summary_parse_failed
15015,GORAKHPUR - YESVANTPUR Exp,ASR LKU EXP,GORAKHPUR JN,YESVANTPUR JN,Amritsar Jn,Lal Kuan,MISMATCH,10000,ok
15024,YESVANTPUR - GORAKHPUR Exp,YPR GKP EXP,YESVANTPUR JN,GORAKHPUR JN,Yasvantpur Jn,Gorakhpur,match,1000,ok
15234,DARBHANGA - KOLKATA CHITPUR Maithili Exp,DBG KOAA EXPRES,DARBHANGA JN,KOLKATA CHITPUR,Darbhanga Jn,Kolkata,match,10001,ok
18107,ROURKELA - KORAPUT Exp,,ROURKELA,KORAPUT,,,unknown,1111111,summary_parse_failed
18311,SAMBALPUR - VARANASI Exp,SBP BOUDH EXP,SAMBALPUR,VARANASI JN,Sambalpur,Boudh,match,1,ok
18616,HATIA - HOWRAH Kriya Yoga Express,,HATIA,HOWRAH JN,,,unknown,1111111,summary_parse_failed
37855,Howrah-Barddhaman Local,HWH-BWN MAIN LOCAL,HOWRAH JN,BARDDHAMAN JN,Howrah Jn,Barddhaman,match,1111111,ok
51158,Itarsi Bhusaval Passenger,ET BSL PASS,ITARSI JN,BHUSAVAL JN,Itarsi Jn,Bhusaval Jn,match,1111111,ok
51671,ITARSI - KATNI Fast Passenger,ET STA PASS,ITARSI JN,KATNI,Itarsi Jn,Satna,match,1111111,ok
51827,Itarsi Jhansi Passenger,ET JHS PASS,ITARSI JN,JHANSI JN,Itarsi Jn,Jhansi Jn,match,1111111,ok
52238,AISHBAGH - PILIBHIT PASS,STP MLN PASS M G,AISHBAGH,PILIBHIT JN,Sitapur Jn,Mailani,MISMATCH,1111111,ok
53041,HOWRAH - JAYNAGAR Passenger,HWH JYG PGR,HOWRAH JN,JAYNAGAR,Howrah Jn,Jaynagar,match,1111111,ok
53405,Rampurhat- Sahibganj Passenger,RPH SBG PASS,RAMPUR HAT,SAHIBGANJ JN,Rampur Hat,Sahibganj Jn,match,1111111,ok
54103,Chunar Allahabad Passenger,,CHUNAR,ALLAHABAD JN,,,unknown,1111111,summary_parse_failed
54321,Balamau Sitapur Cantt Passenger,BLM-STP PASSENGER,BALAMU JN,SITAPUR CANT,Balamau Jn,Sitapur Jn,match,1111111,ok
56100,ERODE - METUR DAM PASSENGER,ED MTDM PASS,ERODE JN,METUR DAM,Erode Jn,Mettur Dam,match,1111111,ok
56101,METUR DAM - ERODE PASSENGER,QLN-NCJ PASSENGER,METUR DAM,ERODE JN,Kollam Jn,Nagarcoil Jn,MISMATCH,1111111,ok
56731,MADURAI  - SENGOTTAI PASSENGER,MEJ-TCN PASSENGER,MADURAI JN,SENGOTTAI,Vanchi Maniyachchi Jn,Tiruchendur,MISMATCH,1111111,ok
56732,SENGOTTAI - MADURAI  PASSENGER,TCN-MEJ PASSENGER,SENGOTTAI,MADURAI JN,Tiruchendur,Vanchi Maniyachchi Jn,MISMATCH,1111111,ok
58161,HATIA - JHARSUGUDA Passenger (UnReserved),,HATIA,JHARSUGUDA JN,,,unknown,1111111,summary_parse_failed
63548,Gaya Koderma Passenger MEMU,BAKA-JSME MEMU PASS,GAYA JN,KODERMA,,,unknown,1111111,summary_parse_failed
11028,Chennai-Mumbai CST Mail,SATARA DR EXP,CHENNAI CENTRAL,MUMBAI CST,Satara,Dadar,MISMATCH,1100010,ok
11042,ChennaiCentral-CST Mumbai Express,SNSI DR EXP,CHENNAI CENTRAL,MUMBAI CST,Sainagar Shirdi,Dadar,MISMATCH,11101,ok
12007,CHENNAI CENT - MYSORE Shatabdi Express,MYS SHATABDI,CHENNAI CENTRAL,MYSORE JN,,,unknown,1111111,summary_parse_failed
12689,CHENNAI CENTRAL - NAGERCOIL SF Exp,MAS CAPE SF EXP,CHENNAI CENTRAL,NAGERCOIL JN,Mgr Chennai Ctr,Kanniyakumari,match,100,ok
14115,Haridwar Express,DADN PRYJ EXP,ALLAHABAD JN,HARIDWAR JN,Dr Ambedkar Ngr (Mhow),Prayagraj Jn,MISMATCH,1111111,ok
14116,Allahabad Express,PRYJ DADN EXP,HARIDWAR JN,ALLAHABAD JN,Prayagraj Jn,Dr Ambedkar Ngr (Mhow),MISMATCH,1111111,ok
14125,Saryu Express,,ALLAHABAD JN,FAIZABAD JN,,,unknown,1111111,summary_parse_failed
15619,GAYA - KAMAKHYA Weekly Exp,GAYA KYQ EXP,GAYA JN,KAMAKHYA,Gaya Jn,Kamakhya,match,100000,ok
16222,Kaveri Express,MYS-TLGP KUVEMPU EXPRESS,CHENNAI CENTRAL,MYSORE JN,Mysore Jn,Talguppa,MISMATCH,1111111,ok
16627,West Coast Express,,CHENNAI CENTRAL,MANGALORE CNTL,,,unknown,1111111,summary_parse_failed
17242,Simhadri Link Express,NDD NS EXP,NIDADAVOLU JN,Narasapur,Nidadavolu Jn,Narasapur,match,1111111,ok
17311,CHENNAI CENT - VASCO DA GAMA Exp,MAS UBL SF EXP,CHENNAI CENTRAL,VASCO DA GAMA,Mgr Chennai Ctr,Hubballi Jn,match,100,ok
17604,Prashanti Nilayam Express,YNK KCG EXP,YESVANTPUR JN,KACHEGUDA,Yelahanka Jn.,Kacheguda,match,1111111,ok
19025,Surat Bhavnagar Express Slip,ST AMRAVTI EXP,SURAT,MAHUVA JN,Surat,Amravati,match,1101,ok
24512,Khurja Allahabad Link Express,,Bulandshahr,ALLAHABAD JN,,,unknown,1111111,summary_parse_failed
38458,Panskura Howrah EMU,,PANSKURA,HOWRAH JN,,,unknown,1111111,summary_parse_failed
42402,Sullurpeta Chennai EMU Local,SPE-MASS EMU LOCAL,SULLURUPETA,CHENNAI CENTRAL,Sullurupeta,Mgr Chennai Central Suburban,match,1111111,ok
43001,Chennai Central Avadi EMU,MASS-AVD EMU LOCAL,CHENNAI CENTRAL,AVADI,Mgr Chennai Central Suburban,Avadi,match,1111111,ok
47100,Hyderabad Lingampalli MMTS,HYB LPI LOCAL,HYDERABAD DECCAN,LINGAMPALLI,Hyderabad Decan,Lingampalli,match,1111111,ok
47126,Lingampalli Hyderabad MMTS,LPI-HYB,LINGAMPALLI,HYDERABAD DECCAN,Lingampalli,Hyderabad Decan,match,1111111,ok
47131,Lingampalli Hyderabad MMTS,LPI HYB LOCAL,LINGAMPALLI,HYDERABAD DECCAN,Lingampalli,Hyderabad Decan,match,1111111,ok
47173,Lingampalli Falaknuma MMTS,LPI-UR,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Umdanagar,match,1111111,ok
47186,Lingampalli Falaknuma MMTS,LPI FM LOCAL,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Falaknuma,match,1111111,ok
51285,Bhusaval Nagpur Passenger,BSL NGP PASS,BHUSAVAL JN,NAGPUR,Bhusaval Jn,Nagpur,match,1111111,ok
52047,Kosamba Umarpada Passenger,KSB UMPD PASS N G,KOSAMBA JN,Umarpada,Kosamba Jn,Umarpada,match,1111111,ok
53069,Barddhaman Rampurhat Passenger,BWN RPH PASS,BARDDHAMAN JN,RAMPUR HAT,Barddhaman,Rampur Hat,match,1111111,ok
53349,Barwadih Dehri on Sone Passenger,BRWD-DOS PASSENGER,BARWADIH JN,DEHRI ON SONE,Barwadih Jn,Dehri On Son,match,1111111,ok
53363,Gaya Dehri On Sone Passenger,GAYA DOS PASS,GAYA JN,DEHRI ON SONE,Gaya Jn,Dehri On Son,match,1111111,ok
53601,Gaya Dehri On Sone Passenger,,GAYA JN,DEHRI ON SONE,,,unknown,1111111,summary_parse_failed
53613,Gaya Mughal Sarai Fast Passenger,,GAYA JN,MUGHAL SARAI JN,,,unknown,1111111,summary_parse_failed
54101,Allahabad Kanpur Passenger,PYGS-CPA PASSENGER,ALLAHABAD JN,KANPUR CENTRAL,Prayagrajsangam,Kanpur Anwarganj,match,1111111,ok
54336,Kanpur Balamau Passenger,CNB-BLM PASSENGER,KANPUR CENTRAL,BALAMU JN,Kanpur Central,Balamau Jn,match,1111111,ok
54512,Nangal Dam Ambala Passenger,,NANGAL DAM,AMBALA CANT JN,,,unknown,1111111,summary_parse_failed
55617,New Bongaigaon Guwahati Passenger,,NEW BONGAIGAON,GUWAHATI,,,unknown,1111111,summary_parse_failed
55801,Manas Rhino Passenger,MANAS RHINO PASSENGER,NEW BONGAIGAON,GUWAHATI,New Bongaigaon,Guwahati,match,1111111,ok
57223,Gudur Vijayawada Passenger,,GUDUR JN,VIJAYAWADA JN,,,unknown,1111111,summary_parse_failed
57277,Gudur Vijayawada Passenger,,GUDUR JN,VIJAYAWADA JN,,,unknown,1111111,summary_parse_failed
57411,Tirupati Gudur Passenger,GTL-BDHN PASSENGER,TIRUPATI MAIN,GUDUR JN,Guntakal Jn,Bodhan,MISMATCH,1111111,ok
57452,Guntakal Chikjajur Passenger,GTL JRU PASS,GUNTAKAL JN,CHIKJAJUR JN,Guntakal Jn,Chikjajur Jn,match,1111111,ok
57631,Solapur-Raichur Passenger,,SOLAPUR JN,RAICHUR,,,unknown,1111111,summary_parse_failed
58413,Dhenkanal Puri Passenger,TLHR-PURI PASS,TALCHER,PURI,Talcher,Puri,match,100,ok
59014,Surat Passenger,SURAT PASSENGER,BHUSAVAL JN,SURAT,Bhusaval Jn,Surat,match,1111111,ok
59076,Surat Passenger,NDB PASS SPL,BHUSAVAL JN,SURAT,Bhusaval Jn,Nandurbar,match,1111111,ok
59380,Maksi Indore Bg Passenger,MAKSI INDB PASS,MAKSI,INDORE JN BG,Maksi,Indore Jn Bg,match,1111111,ok
59393,Dahod Habibganj Fast Pass,DHD HBJ FAST PAS,DAHOD,HABIBGANJ,Dahod,Bhopal Jn,match,1111111,ok
59803,Nagda Kota Passenger,RTM KOTA PASS,NAGDA JN,KOTA JN,Ratlam Jn,Kota Jn,match,1111111,ok
63518,Asansol Barddhaman Passenger,ASN-BWN MEMU,ASANSOL JN,BARDDHAMAN JN,Asansol Jn,Barddhaman,match,1111111,ok
11008,Deccan Express,DECCAN EXPRESS,PUNE JN,MUMBAI CST,Pune Jn,C Shivaji Maharaj T,match,1111111,ok
12221,PUNE - HOWRAH AC Duronto Exp,HOWRAH DURONTO,PUNE JN,HOWRAH JN,Pune Jn,Howrah Jn,match,1000010,ok
12488,Seemanchal Express,SEEMANCHAL EXP,ANAND VIHAR TRM,JOGBANI,Anand Vihar Terminal,Jogbani,match,1111111,ok
12786,Bangalore-Kacheguda SF Express,KACHEGUDA EXP,BANGALORE CITY JN,KACHEGUDA,Ashokapuram,Kacheguda,match,1111111,ok
12797,Venkatadri SF Express,VENKATADRI SF,KACHEGUDA,CHITTOOR,Kacheguda,Chittoor,match,1111111,ok
12798,Venkatadri SF Express,VENKATADRI SF,CHITTOOR,KACHEGUDA,Chittoor,Kacheguda,match,1111111,ok
15707,Amrapali Express,KIR ASR EXPRESS,KATIHAR JN,AMRITSAR JN,Katihar Jn,Amritsar Jn,match,1111111,ok
17603-Slip,Prasanthi Nilayam Express,,KACHEGUDA,HUBLI JN,,,unknown,1111111,summary_parse_failed
17603-Slip2,Kacheguda-Vasco Prashanti Nilayam Slip,,KACHEGUDA,VASCO DA GAMA,,,unknown,1111111,summary_parse_failed
